13:10;16.94
13:15;17.16
13:20;17.16
13:25;17.16
13:32;17.16
13:35;17.39
13:40;17.16
13:45;17.16
13:50;17.16
13:55;17.16
14:00;17.16
14:05;17.39
14:10;17.39
14:15;17.39
14:20;18.8
14:25;18.8
14:30;18.8
14:35;18.8
14:40;18.8
14:45;18.8
14:50;18.8
14:55;18.21
15:00;18.21
15:05;18.21
15:10;18.21
15:15;18.21
15:20;18.21
15:25;19.25
15:30;19.25
15:35;19.25
15:40;18.8
16:00;18.21
16:05;17.98
16:10;17.98
16:15;17.98
16:20;17.98
16:25;17.98
16:30;18.8
16:35;18.8
16:40;19.03
16:45;19.03
16:50;19.25
16:55;19.25
17:00;19.25
17:05;19.25
17:10;19.25
17:15;18.8
17:20;18.8
17:25;18.58
17:30;18.58
18:00;19.03
18:05;19.03
18:10;19.03
18:15;19.03
18:20;19.03
18:25;19.03
18:30;19.25
18:35;19.25
21:40;18.06
21:45;18.06
21:50;18.06
21:55;15.89
22:00;15.89
22:05;15.44
22:10;15.44
22:15;14.85
22:20;14.85
22:25;14.85
22:30;14.63
22:35;14.63
22:40;14.4
22:45;14.4
22:50;13.58
22:55;13.58
23:00;13.58
